Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
INFO,root,094, Acc-tr,1054.46,943.32,0.0345,0.4333
INFO,root,095, Acc-tr,1031.02,911.95,0.0971,0.6157
INFO,root,096, Acc-tr,1032,915.72,0.0931,0.5857
INFO,root,097, Acc-tr,1031.63,906.84,0.0934,0.6246
INFO,root,098, Acc-tr,1051.5,933.31,0.0425,0.4924
INFO,root,099, Acc-tr,1048.85,929.25,0.0476,0.4953
INFO,root,100, Acc-tr,1043.47,921.88,0.0627,0.5074
INFO,root,101, Acc-tr,1046.11,930,0.0557,0.5118
INFO,root,102, Acc-tr,1046.68,926.45,0.0532,0.5128
INFO,root,103, Acc-tr,1030.96,903.43,0.097,0.625
INFO,root,104, Acc-tr,1043.85,921.71,0.061,0.5362
INFO,root,105, Acc-tr,1034.63,919.55,0.0865,0.5772
INFO,root,106, Acc-tr,1043.79,926.39,0.0619,0.4935
INFO,root,107, Acc-tr,1046.54,930.96,0.0542,0.5168
INFO,root,108, Acc-tr,1016.67,894.8,0.1367,0.6599
INFO,root,109, Acc-tr,1046.51,934.16,0.0536,0.4635
INFO,root,110, Acc-tr,1055.94,941.75,0.0301,0.4411
INFO,root,111, Acc-tr,1048.52,926.71,0.0477,0.5046
INFO,root,112, Acc-tr,1029.99,908.24,0.0993,0.6103
INFO,root,113, Acc-tr,1043.01,923.39,0.0632,0.5144
INFO,root,114, Acc-tr,1044.17,925.29,0.0603,0.5232
INFO,root,115, Acc-tr,1036.85,922.41,0.0806,0.5591
INFO,root,116, Acc-tr,1039.11,924.77,0.0736,0.541
INFO,root,117, Acc-tr,1044.23,928.57,0.0602,0.5511
INFO,root,118, Acc-tr,1034.9,915.61,0.0875,0.565
INFO,root,119, Acc-tr,1041.57,925.52,0.067,0.5128
INFO,root,120, Acc-tr,1051.31,933.85,0.0424,0.4893
INFO,root,121, Acc-tr,1041.91,928.71,0.0662,0.5183
INFO,root,122, Acc-tr,1044.36,926.91,0.0589,0.5202
INFO,root,123, Acc-tr,1056.29,947.4,0.0292,0.4123
INFO,root,124, Acc-tr,1019.95,899.79,0.1282,0.6196
INFO,root,125, Acc-tr,1034.82,917.51,0.0829,0.5822
INFO,root,126, Acc-tr,1048.67,938.2,0.0475,0.4849
INFO,root,127, Acc-tr,1016.68,890.92,0.1377,0.6116
INFO,root,128, Acc-tr,1039.42,920.61,0.0724,0.5821
INFO,root,129, Acc-tr,1046.86,936.31,0.0524,0.5112
INFO,root,130, Acc-tr,1025.3,907.49,0.1147,0.6239
INFO,root,131, Acc-tr,1038.89,914.41,0.0749,0.5561
INFO,root,132, Acc-tr,1024.62,908.88,0.1118,0.5938
INFO,root,133, Acc-tr,1044.27,922.85,0.0604,0.4993
INFO,root,134, Acc-tr,1051.63,935.96,0.0391,0.4787
INFO,root,135, Acc-tr,1051.57,941.73,0.0402,0.4498
INFO,root,136, Acc-tr,1015.92,905.8,0.141,0.6476
INFO,root,137, Acc-tr,1002.83,888.17,0.1725,0.668
INFO,root,138, Acc-tr,1047.29,931.72,0.0537,0.4659
INFO,root,139, Acc-tr,1053.73,939.51,0.0356,0.4498
INFO,root,140, Acc-tr,1039.62,929.15,0.0728,0.524
INFO,root,141, Acc-tr,1036.03,925.84,0.0838,0.5261
INFO,root,142, Acc-tr,1032.95,912.39,0.0891,0.577
INFO,root,143, Acc-tr,1025.4,912.81,0.1131,0.5849
INFO,root,144, Acc-tr,1041.51,931.07,0.0647,0.5136
INFO,root,145, Acc-tr,1046.84,937.68,0.053,0.4756
INFO,root,146, Acc-tr,1050.98,934.81,0.0419,0.4926
INFO,root,147, Acc-tr,1040.2,925.08,0.0709,0.5079
INFO,root,148, Acc-tr,1048.77,938.41,0.0481,0.4542
INFO,root,149, Acc-tr,1035.2,920.4,0.086,0.5569
INFO,root,150, Acc-tr,1065.94,974.16,0.0016,0.3203
INFO,root,151, Acc-tr,1066.03,976.72,0.0008,0.3197
INFO,root,152, Acc-tr,1066.03,977.89,0.0006,0.3165
INFO,root,153, Acc-tr,1066.03,980.24,0.0005,0.3122
INFO,root,154, Acc-tr,1066.03,979.07,0.0004,0.3114
INFO,root,155, Acc-tr,1066.03,980.77,0.0004,0.3147
INFO,root,156, Acc-tr,1066.03,980.24,0.0003,0.3101
INFO,root,157, Acc-tr,1066.03,980.88,0.0003,0.3114
INFO,root,158, Acc-tr,1066.03,981.2,0.0002,0.3081
INFO,root,159, Acc-tr,1066.03,981.52,0.0002,0.3064
INFO,root,160, Acc-tr,1066.03,982.27,0.0002,0.3046
INFO,root,161, Acc-tr,1066.03,981.73,0.0002,0.3097
INFO,root,162, Acc-tr,1066.03,982.59,0.0002,0.307
INFO,root,163, Acc-tr,1066.03,981.63,0.0002,0.3024
INFO,root,164, Acc-tr,1066.03,981.63,0.0002,0.3099
INFO,root,165, Acc-tr,1066.03,981.2,0.0002,0.3035
INFO,root,166, Acc-tr,1066.03,981.31,0.0002,0.3032
INFO,root,167, Acc-tr,1066.03,981.95,0.0002,0.3031
INFO,root,168, Acc-tr,1066.03,983.33,0.0002,0.2999
INFO,root,169, Acc-tr,1066.03,982.59,0.0002,0.2987
INFO,root,170, Acc-tr,1066.03,982.37,0.0002,0.3025
INFO,root,171, Acc-tr,1066.03,982.27,0.0002,0.2977
INFO,root,172, Acc-tr,1066.03,983.97,0.0002,0.2996
INFO,root,173, Acc-tr,1066.03,981.95,0.0002,0.3006
INFO,root,174, Acc-tr,1066.03,983.55,0.0002,0.3002
INFO,root,175, Acc-tr,1066.03,983.12,0.0002,0.296
INFO,root,176, Acc-tr,1066.03,984.51,0.0002,0.298
INFO,root,177, Acc-tr,1066.03,983.87,0.0002,0.2963
INFO,root,178, Acc-tr,1066.03,983.87,0.0002,0.297
INFO,root,179, Acc-tr,1066.03,983.33,0.0002,0.2931
INFO,root,180, Acc-tr,1066.03,984.29,0.0002,0.2922
INFO,root,181, Acc-tr,1066.03,985.68,0.0002,0.2938
INFO,root,182, Acc-tr,1066.03,984.08,0.0002,0.2915
INFO,root,183, Acc-tr,1066.03,983.44,0.0002,0.2924
INFO,root,184, Acc-tr,1066.03,984.61,0.0002,0.2936
INFO,root,185, Acc-tr,1066.03,984.29,0.0002,0.2925
INFO,root,186, Acc-tr,1066.03,984.51,0.0002,0.288
INFO,root,187, Acc-tr,1066.03,984.83,0.0002,0.2885
INFO,root,188, Acc-tr,1066.03,982.91,0.0002,0.2891
INFO,root,189, Acc-tr,1066.03,984.61,0.0002,0.2846
INFO,root,190, Acc-tr,1066.03,985.79,0.0002,0.2856
INFO,root,191, Acc-tr,1066.03,983.76,0.0002,0.2877
INFO,root,192, Acc-tr,1066.03,984.51,0.0002,0.287
INFO,root,193, Acc-tr,1066.03,984.93,0.0002,0.2867
