MUKEY,musym,muname,areasymbol,areaname,Corn Yield(bu/Ha),Soybean Yield(bu/Ha),Wheat Yield(bu/Ha),Crop Rotations,Removal Rate,Code,Slope(%),SlopeLength(m),T_factor,K_factor,Sand(%),Silt(%),Clay(%),Organic matter(%),Rainfall_Erosivity,Soil erosion,SCI,Organic Matter factor,Field Operation factor,Soil erosion factor,,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",420,130,,CS,0.00,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,1.16,0.66,0.29,0.962,0.796,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",420,130,,CS,0.20,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,1.52,0.573,0.106,0.962,0.729,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",420,130,,CS,0.35,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,1.76,0.518,-0.0102,0.961,0.6884,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",420,130,,CS,0.52,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,2.67,0.435,-0.133,0.956,0.529,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",420,130,,CS,0.83,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,3.6,0.303,-0.382,0.955,0.369,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",420,130,170,CSW,0.00,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,0.553,0.786,0.555,0.959,0.903,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",420,130,170,CSW,0.20,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,2.56,0.531,0.118,0.934,0.55,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",420,130,170,CSW,0.35,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,3,0.468,0.00439,0.93,0.472,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",420,130,170,CSW,0.52,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,3.53,0.414,-0.0833,0.927,0.38,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",420,130,170,CSW,0.83,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,5.43,0.229,-0.375,0.926,0.0462,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",450,140,,CS,0.00,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,1.02,0.697,0.371,0.962,0.819,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",450,140,,CS,0.20,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,1.36,0.607,0.175,0.962,0.761,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",450,140,,CS,0.35,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,1.58,0.549,0.0506,0.961,0.7218,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",450,140,,CS,0.52,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,2.45,0.464,-0.0803,0.956,0.5686,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",450,140,,CS,0.83,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,3.37,0.325,-0.346,0.955,0.407,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",450,140,180,CSW,0.00,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,0.489,0.822,0.64,0.959,0.912,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",450,140,180,CSW,0.20,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,2.38,0.562,0.179,0.934,0.584,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",450,140,180,CSW,0.35,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,2.8,0.497,0.0576,0.93,0.5098,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",450,140,180,CSW,0.52,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,3.31,0.44,-0.0357,0.927,0.4174,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",450,140,180,CSW,0.83,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,5.17,0.251,-0.346,0.926,0.095,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",330,110,,CS,0.00,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,1.65,0.553,0.0657,0.962,0.7096,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",330,110,,CS,0.20,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,2.1,0.478,-0.0809,0.962,0.6278,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",330,110,,CS,0.35,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,2.37,0.432,-0.174,0.961,0.586,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",330,110,,CS,0.52,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,3.37,0.355,-0.272,0.956,0.407,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",330,110,,CS,0.83,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,4.3,0.243,-0.47,0.955,0.245,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",330,110,160,CSW,0.00,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,0.725,0.708,0.375,0.959,0.872,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",330,110,160,CSW,0.20,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,2.96,0.463,-0.0161,0.934,0.4792,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",330,110,160,CSW,0.35,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,3.44,0.406,-0.113,0.93,0.396,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",330,110,160,CSW,0.52,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,4,0.356,-0.186,0.927,0.298,0,,,,,,
168546,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH033,"Crawford County, Ohio",330,110,160,CSW,0.83,CdB,3,46,5,0.37,26.7,53.8,19.5,2,110,5.98,0.185,-0.438,0.926,-0.051,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",380,120,,CS,0.00,CdB,4,53,5,0.43,29.7,54.3,16,2,115,2.1,0.587,0.191,0.962,0.629,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",380,120,,CS,0.20,CdB,4,53,5,0.43,29.7,54.3,16,2,115,2.77,0.497,0.0229,0.962,0.5152,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",380,120,,CS,0.35,CdB,4,53,5,0.43,29.7,54.3,16,2,115,3.19,0.439,-0.0832,0.961,0.4394,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",380,120,,CS,0.52,CdB,4,53,5,0.43,29.7,54.3,16,2,115,4.84,0.334,-0.195,0.956,0.148,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",380,120,,CS,0.83,CdB,4,53,5,0.43,29.7,54.3,16,2,115,6.45,0.187,-0.422,0.955,-0.131,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",380,120,140,CSW,0.00,CdB,4,53,5,0.43,29.7,54.3,16,2,115,1.07,0.703,0.393,0.959,0.811,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",380,120,140,CSW,0.20,CdB,4,53,5,0.43,29.7,54.3,16,2,115,4.93,0.406,0.014,0.934,0.134,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",380,120,140,CSW,0.35,CdB,4,53,5,0.43,29.7,54.3,16,2,115,5.76,0.335,-0.0872,0.93,-0.0106,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",380,120,140,CSW,0.52,CdB,4,53,5,0.43,29.7,54.3,16,2,115,6.72,0.268,-0.166,0.927,-0.182,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",380,120,140,CSW,0.83,CdB,4,53,5,0.43,29.7,54.3,16,2,115,10.2,0.0441,-0.423,0.926,-0.7855,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",410,120,,CS,0.00,CdB,4,53,5,0.43,29.7,54.3,16,2,115,1.93,0.618,0.252,0.962,0.662,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",410,120,,CS,0.20,CdB,4,53,5,0.43,29.7,54.3,16,2,115,2.56,0.524,0.0725,0.962,0.551,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",410,120,,CS,0.35,CdB,4,53,5,0.43,29.7,54.3,16,2,115,2.98,0.463,-0.0414,0.961,0.4758,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",410,120,,CS,0.52,CdB,4,53,5,0.43,29.7,54.3,16,2,115,4.6,0.356,-0.161,0.956,0.19,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",410,120,,CS,0.83,CdB,4,53,5,0.43,29.7,54.3,16,2,115,6.23,0.201,-0.405,0.955,-0.095,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",410,120,150,CSW,0.00,CdB,4,53,5,0.43,29.7,54.3,16,2,115,0.944,0.737,0.466,0.959,0.835,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",410,120,150,CSW,0.20,CdB,4,53,5,0.43,29.7,54.3,16,2,115,4.6,0.437,0.063,0.934,0.191,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",410,120,150,CSW,0.35,CdB,4,53,5,0.43,29.7,54.3,16,2,115,5.4,0.364,-0.0453,0.93,0.0506,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",410,120,150,CSW,0.52,CdB,4,53,5,0.43,29.7,54.3,16,2,115,6.34,0.296,-0.13,0.927,-0.114,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",410,120,150,CSW,0.83,CdB,4,53,5,0.43,29.7,54.3,16,2,115,9.74,0.0664,-0.405,0.926,-0.71,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",350,110,,CS,0.00,CdB,4,53,5,0.43,29.7,54.3,16,2,115,2.43,0.543,0.109,0.962,0.573,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",350,110,,CS,0.20,CdB,4,53,5,0.43,29.7,54.3,16,2,115,3.17,0.455,-0.0459,0.962,0.4428,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",350,110,,CS,0.35,CdB,4,53,5,0.43,29.7,54.3,16,2,115,3.63,0.399,-0.144,0.961,0.361,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",350,110,,CS,0.52,CdB,4,53,5,0.43,29.7,54.3,16,2,115,5.35,0.295,-0.248,0.956,0.059,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",350,110,,CS,0.83,CdB,4,53,5,0.43,29.7,54.3,16,2,115,6.99,0.153,-0.458,0.955,-0.229,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",350,110,120,CSW,0.00,CdB,4,53,5,0.43,29.7,54.3,16,2,115,1.34,0.646,0.275,0.959,0.762,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",350,110,120,CSW,0.20,CdB,4,53,5,0.43,29.7,54.3,16,2,115,5.63,0.35,-0.0638,0.934,0.0096,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",350,110,120,CSW,0.35,CdB,4,53,5,0.43,29.7,54.3,16,2,115,6.51,0.281,-0.156,0.93,-0.143,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",350,110,120,CSW,0.52,CdB,4,53,5,0.43,29.7,54.3,16,2,115,7.51,0.216,-0.228,0.927,-0.318,0,,,,,,
613561,CdB,"Centerburg silt loam, 2 to 6 percent slopes",OH083,"Knox County, Ohio",350,110,120,CSW,0.83,CdB,4,53,5,0.43,29.7,54.3,16,2,115,11.1,-0.00256,-0.46,0.926,-0.9448,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",370,130,,CS,0.00,CdB,4,55,4,0.37,23,63,14,3.3,110,1.42,0.618,0.207,0.962,0.752,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",370,130,,CS,0.20,CdB,4,55,4,0.37,23,63,14,3.3,110,1.88,0.534,0.0392,0.962,0.6676,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",370,130,,CS,0.35,CdB,4,55,4,0.37,23,63,14,3.3,110,2.19,0.481,-0.0669,0.961,0.6168,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",370,130,,CS,0.52,CdB,4,55,4,0.37,23,63,14,3.3,110,3.39,0.392,-0.179,0.956,0.406,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",370,130,,CS,0.83,CdB,4,55,4,0.37,23,63,14,3.3,110,4.59,0.258,-0.406,0.955,0.192,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",370,130,150,CSW,0.00,CdB,4,55,4,0.37,23,63,14,3.3,110,1.54,0.676,0.391,0.959,0.68,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",370,130,150,CSW,0.20,CdB,4,55,4,0.37,23,63,14,3.3,110,3.4,0.471,0.0417,0.934,0.4036,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",370,130,150,CSW,0.35,CdB,4,55,4,0.37,23,63,14,3.3,110,4.01,0.407,-0.0618,0.93,0.2986,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",370,130,150,CSW,0.52,CdB,4,55,4,0.37,23,63,14,3.3,110,4.73,0.348,-0.141,0.927,0.168,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",370,130,150,CSW,0.83,CdB,4,55,4,0.37,23,63,14,3.3,110,7.33,0.151,-0.406,0.926,-0.285,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",410,140,,CS,0.00,CdB,4,55,4,0.37,23,63,14,3.3,110,1.23,0.657,0.288,0.962,0.785,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",410,140,,CS,0.20,CdB,4,55,4,0.37,23,63,14,3.3,110,1.65,0.57,0.108,0.962,0.71,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",410,140,,CS,0.35,CdB,4,55,4,0.37,23,63,14,3.3,110,1.93,0.514,-0.00613,0.961,0.66026,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",410,140,,CS,0.52,CdB,4,55,4,0.37,23,63,14,3.3,110,3.08,0.423,-0.127,0.956,0.457,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",410,140,,CS,0.83,CdB,4,55,4,0.37,23,63,14,3.3,110,4.26,0.284,-0.37,0.955,0.25,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",410,140,160,CSW,0.00,CdB,4,55,4,0.37,23,63,14,3.3,110,1.39,0.715,0.474,0.959,0.709,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",410,140,160,CSW,0.20,CdB,4,55,4,0.37,23,63,14,3.3,110,3.12,0.505,0.102,0.934,0.453,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",410,140,160,CSW,0.35,CdB,4,55,4,0.37,23,63,14,3.3,110,3.7,0.439,-0.00862,0.93,0.35224,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",410,140,160,CSW,0.52,CdB,4,55,4,0.37,23,63,14,3.3,110,4.4,0.379,-0.094,0.927,0.229,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",410,140,160,CSW,0.83,CdB,4,55,4,0.37,23,63,14,3.3,110,6.94,0.176,-0.376,0.926,-0.22,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",310,110,,CS,0.00,CdB,4,55,4,0.37,23,63,14,3.3,110,1.99,0.524,0.0241,0.962,0.6478,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",310,110,,CS,0.20,CdB,4,55,4,0.37,23,63,14,3.3,110,2.57,0.449,-0.115,0.962,0.551,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",310,110,,CS,0.35,CdB,4,55,4,0.37,23,63,14,3.3,110,2.92,0.401,-0.202,0.961,0.487,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",310,110,,CS,0.52,CdB,4,55,4,0.37,23,63,14,3.3,110,4.25,0.315,-0.295,0.956,0.253,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",310,110,,CS,0.83,CdB,4,55,4,0.37,23,63,14,3.3,110,5.48,0.196,-0.483,0.955,0.036,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",310,110,130,CSW,0.00,CdB,4,55,4,0.37,23,63,14,3.3,110,1.93,0.591,0.212,0.959,0.613,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",310,110,130,CSW,0.20,CdB,4,55,4,0.37,23,63,14,3.3,110,4.11,0.394,-0.0893,0.934,0.2806,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",310,110,130,CSW,0.35,CdB,4,55,4,0.37,23,63,14,3.3,110,4.78,0.333,-0.177,0.93,0.159,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",310,110,130,CSW,0.52,CdB,4,55,4,0.37,23,63,14,3.3,110,5.55,0.278,-0.244,0.927,0.024,0,,,,,,
287168,CdB,"Canfield silt loam, 2 to 6 percent slopes",OH169,"Wayne County, Ohio",310,110,130,CSW,0.83,CdB,4,55,4,0.37,23,63,14,3.3,110,8.3,0.0912,-0.469,0.926,-0.458,0,,,,,,
167962,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH077,"Huron County, Ohio",390,120,,CS,0.00,CdB,5,46,5,0.37,26.7,53.8,19.5,1.75,105,1.79,0.608,0.217,0.962,0.682,0,,,,,,
167962,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH077,"Huron County, Ohio",390,120,,CS,0.20,CdB,5,46,5,0.37,26.7,53.8,19.5,1.75,105,2.37,0.519,0.0438,0.962,0.5834,0,,,,,,
167962,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH077,"Huron County, Ohio",390,120,,CS,0.35,CdB,5,46,5,0.37,26.7,53.8,19.5,1.75,105,2.75,0.462,-0.0655,0.961,0.519,0,,,,,,
167962,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH077,"Huron County, Ohio",390,120,,CS,0.52,CdB,5,46,5,0.37,26.7,53.8,19.5,1.75,105,4.17,0.364,-0.181,0.956,0.27,0,,,,,,
167962,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH077,"Huron County, Ohio",390,120,,CS,0.83,CdB,5,46,5,0.37,26.7,53.8,19.5,1.75,105,5.61,0.219,-0.415,0.955,0.015,0,,,,,,
167962,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH077,"Huron County, Ohio",390,120,150,CSW,0.00,CdB,5,46,5,0.37,26.7,53.8,19.5,1.75,105,0.831,0.736,0.453,0.959,0.856,0,,,,,,
167962,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH077,"Huron County, Ohio",390,120,150,CSW,0.20,CdB,5,46,5,0.37,26.7,53.8,19.5,1.75,105,4.05,0.451,0.0494,0.934,0.2882,0,,,,,,
167962,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH077,"Huron County, Ohio",390,120,150,CSW,0.35,CdB,5,46,5,0.37,26.7,53.8,19.5,1.75,105,4.75,0.383,-0.0566,0.93,0.1682,0,,,,,,
167962,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH077,"Huron County, Ohio",390,120,150,CSW,0.52,CdB,5,46,5,0.37,26.7,53.8,19.5,1.75,105,5.57,0.32,-0.139,0.927,0.024,0,,,,,,
167962,CdB,"Cardington silt loam, 2 to 6 percent slopes",OH077,"Huron County, Ohio",390,120,150,CSW,0.83,CdB,5,46,5,0.37,26.7,53.8,19.5,1.75,105,8.55,0.107,-0.408,0.926,-0.501,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",420,130,,CS,0.00,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,1.46,0.649,0.29,0.962,0.741,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",420,130,,CS,0.20,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,1.93,0.559,0.106,0.962,0.659,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",420,130,,CS,0.35,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,2.24,0.501,-0.0102,0.961,0.6034,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",420,130,,CS,0.52,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,3.45,0.408,-0.133,0.956,0.394,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",420,130,,CS,0.83,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,4.7,0.264,-0.382,0.955,0.174,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",420,130,170,CSW,0.00,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,0.663,0.782,0.555,0.959,0.882,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",420,130,170,CSW,0.20,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,3.27,0.506,0.118,0.934,0.426,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",420,130,170,CSW,0.35,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,3.86,0.438,0.00439,0.93,0.32122,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",420,130,170,CSW,0.52,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,4.56,0.377,-0.0833,0.927,0.1976,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",420,130,170,CSW,0.83,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,7.11,0.171,-0.375,0.926,-0.247,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",450,140,,CS,0.00,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,1.27,0.688,0.371,0.962,0.774,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",450,140,,CS,0.20,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,1.71,0.594,0.175,0.962,0.696,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",450,140,,CS,0.35,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,2,0.534,0.0506,0.961,0.6468,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",450,140,,CS,0.52,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,3.15,0.44,-0.0803,0.956,0.4486,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",450,140,,CS,0.83,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,4.38,0.29,-0.346,0.955,0.232,0,,,,,,
168547,CdB2,"Cardington silt loam, 2 to 6 percent slopes, moderately eroded",OH033,"Crawford County, Ohio",450,140,180,CSW,0.00,CdB2,4,46,5,0.37,26.7,53.8,19.5,2,110,0.584,0.819,0.64,0.959,0.897,0,,,,,,
